zipcode,place,state,state_code,province,latitude,longitude
5000,Aarau,Kanton Aargau,AG,Bezirk Aarau,47.3925,8.0442
5001,Aarau 1,Kanton Aargau,AG,Bezirk Aarau,47.3888,8.0483
5004,Aarau,Kanton Aargau,AG,Bezirk Aarau,47.3925,8.0442
5017,Barmelweid,Kanton Aargau,AG,Bezirk Aarau,47.4159,7.9764
5018,Erlinsbach,Kanton Aargau,AG,Bezirk Aarau,47.4052,8.0151
5022,Rombach,Kanton Aargau,AG,Bezirk Aarau,47.4047,8.0459
5023,Biberstein,Kanton Aargau,AG,Bezirk Aarau,47.4164,8.0851
5024,Küttigen,Kanton Aargau,AG,Bezirk Aarau,47.4157,8.0477
5025,Asp,Kanton Aargau,AG,Bezirk Aarau,47.445,8.0503
5026,Densbüren,Kanton Aargau,AG,Bezirk Aarau,47.4526,8.0533
5032,Aarau Rohr,Kanton Aargau,AG,Bezirk Aarau,47.4017,8.0796
5033,Buchs AG,Kanton Aargau,AG,Bezirk Aarau,47.3936,8.0823
5034,Suhr,Kanton Aargau,AG,Bezirk Aarau,47.3717,8.0797
5035,Unterentfelden,Kanton Aargau,AG,Bezirk Aarau,47.3681,8.0502
5036,Oberentfelden,Kanton Aargau,AG,Bezirk Aarau,47.3564,8.0459
5037,Muhen,Kanton Aargau,AG,Bezirk Aarau,47.3367,8.0541
5042,Hirschthal,Kanton Aargau,AG,Bezirk Aarau,47.3187,8.0564
5722,Gränichen,Kanton Aargau,AG,Bezirk Aarau,47.3593,8.1024
5300,Turgi,Kanton Aargau,AG,Bezirk Baden,47.492,8.2541
5301,Siggenthal Station,Kanton Aargau,AG,Bezirk Baden,47.5174,8.2395
5303,Würenlingen,Kanton Aargau,AG,Bezirk Baden,47.5336,8.2567
5400,Baden,Kanton Aargau,AG,Bezirk Baden,47.4733,8.3059
5401,Baden,Kanton Aargau,AG,Bezirk Baden,47.4651,8.2896
5402,Baden,Kanton Aargau,AG,Bezirk Baden,47.4651,8.2896
5404,Baden,Kanton Aargau,AG,Bezirk Baden,47.4733,8.3059
5405,Dättwil AG,Kanton Aargau,AG,Bezirk Baden,47.4551,8.2847
5406,Rütihof,Kanton Aargau,AG,Bezirk Baden,47.44,8.2712
5408,Ennetbaden,Kanton Aargau,AG,Bezirk Baden,47.4804,8.3235
5412,Vogelsang AG,Kanton Aargau,AG,Bezirk Baden,47.4943,8.2382
5412,Gebenstorf,Kanton Aargau,AG,Bezirk Baden,47.4814,8.2395
5413,Birmenstorf AG,Kanton Aargau,AG,Bezirk Baden,47.4615,8.2482
5415,Nussbaumen AG,Kanton Aargau,AG,Bezirk Baden,47.4872,8.2917
5415,Hertenstein AG,Kanton Aargau,AG,Bezirk Baden,47.4871,8.3115
5415,Rieden AG,Kanton Aargau,AG,Bezirk Baden,47.4846,8.3018
5416,Kirchdorf AG,Kanton Aargau,AG,Bezirk Baden,47.4966,8.2754
5417,Untersiggenthal,Kanton Aargau,AG,Bezirk Baden,47.5021,8.2555
5420,Ehrendingen,Kanton Aargau,AG,Bezirk Baden,47.5025,8.3473
5423,Freienwil,Kanton Aargau,AG,Bezirk Baden,47.503,8.3277
5430,Wettingen,Kanton Aargau,AG,Bezirk Baden,47.4705,8.3164
5432,Neuenhof,Kanton Aargau,AG,Bezirk Baden,47.4526,8.3258
5436,Würenlos,Kanton Aargau,AG,Bezirk Baden,47.4421,8.3644
5442,Fislisbach,Kanton Aargau,AG,Bezirk Baden,47.439,8.2969
5443,Niederrohrdorf,Kanton Aargau,AG,Bezirk Baden,47.4235,8.3064
5444,Künten,Kanton Aargau,AG,Bezirk Baden,47.3889,8.331
5452,Oberrohrdorf,Kanton Aargau,AG,Bezirk Baden,47.4183,8.3198
5453,Remetschwil,Kanton Aargau,AG,Bezirk Baden,47.4083,8.3319
5454,Bellikon,Kanton Aargau,AG,Bezirk Baden,47.3916,8.3493
5506,Mägenwil,Kanton Aargau,AG,Bezirk Baden,47.4125,8.233
5507,Mellingen,Kanton Aargau,AG,Bezirk Baden,47.419,8.2733
5512,Wohlenschwil,Kanton Aargau,AG,Bezirk Baden,47.4137,8.2573
5608,Stetten AG,Kanton Aargau,AG,Bezirk Baden,47.4017,8.3019
8109,Kloster Fahr,Kanton Aargau,AG,Bezirk Baden,47.4473,8.3637
8956,Killwangen,Kanton Aargau,AG,Bezirk Baden,47.4318,8.3481
8957,Spreitenbach,Kanton Aargau,AG,Bezirk Baden,47.4202,8.363
8962,Bergdietikon,Kanton Aargau,AG,Bezirk Baden,47.3892,8.3862
5445,Eggenwil,Kanton Aargau,AG,Bezirk Bremgarten,47.3704,8.3395
5522,Tägerig,Kanton Aargau,AG,Bezirk Bremgarten,47.4056,8.2768
5524,Niederwil AG,Kanton Aargau,AG,Bezirk Bremgarten,47.3897,8.2914
5524,Nesselnbach,Kanton Aargau,AG,Bezirk Bremgarten,47.3897,8.2914
5525,Fischbach-Göslikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3691,8.3111
5605,Dottikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3844,8.2398
5607,Hägglingen,Kanton Aargau,AG,Bezirk Bremgarten,47.3885,8.2532
5610,Wohlen AG,Kanton Aargau,AG,Bezirk Bremgarten,47.3524,8.2788
5611,Anglikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3664,8.2633
5612,Villmergen,Kanton Aargau,AG,Bezirk Bremgarten,47.3492,8.2458
5613,Hilfikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3313,8.2424
5614,Sarmenstorf,Kanton Aargau,AG,Bezirk Bremgarten,47.3102,8.2495
5619,Uezwil,Kanton Aargau,AG,Bezirk Bremgarten,47.3169,8.2716
5619,Büttikon AG,Kanton Aargau,AG,Bezirk Bremgarten,47.3286,8.2695
5620,Bremgarten AG,Kanton Aargau,AG,Bezirk Bremgarten,47.3511,8.3421
5621,Zufikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3447,8.3582
5626,Hermetschwil-Staffeln,Kanton Aargau,AG,Bezirk Bremgarten,47.3303,8.3413
8905,Islisberg,Kanton Aargau,AG,Bezirk Bremgarten,47.322,8.4414
8905,Arni AG,Kanton Aargau,AG,Bezirk Bremgarten,47.3182,8.4247
8916,Jonen,Kanton Aargau,AG,Bezirk Bremgarten,47.2974,8.3934
8917,Oberlunkhofen,Kanton Aargau,AG,Bezirk Bremgarten,47.3115,8.3914
8918,Unterlunkhofen,Kanton Aargau,AG,Bezirk Bremgarten,47.3212,8.381
8964,Rudolfstetten,Kanton Aargau,AG,Bezirk Bremgarten,47.371,8.3808
8965,Berikon,Kanton Aargau,AG,Bezirk Bremgarten,47.3514,8.3721
8966,Oberwil-Lieli,Kanton Aargau,AG,Bezirk Bremgarten,47.3338,8.3812
8967,Widen,Kanton Aargau,AG,Bezirk Bremgarten,47.3692,8.3635
5076,Bözen,Kanton Aargau,AG,Bezirk Brugg,47.4778,8.1646
5077,Elfingen,Kanton Aargau,AG,Bezirk Brugg,47.5085,8.0995
5078,Effingen,Kanton Aargau,AG,Bezirk Brugg,47.4887,8.1029
5105,Auenstein,Kanton Aargau,AG,Bezirk Brugg,47.4156,8.1345
5106,Veltheim AG,Kanton Aargau,AG,Bezirk Brugg,47.438,8.1472
5107,Schinznach Dorf,Kanton Aargau,AG,Bezirk Brugg,47.4465,8.1409
5108,Oberflachs,Kanton Aargau,AG,Bezirk Brugg,47.4402,8.1252
5112,Thalheim AG,Kanton Aargau,AG,Bezirk Brugg,47.4353,8.1003
5116,Schinznach Bad,Kanton Aargau,AG,Bezirk Brugg,47.4499,8.1683
5200,Brugg AG,Kanton Aargau,AG,Bezirk Brugg,47.481,8.2087
5201,Brugg AG,Kanton Aargau,AG,Bezirk Brugg,47.4863,8.211
5210,Windisch,Kanton Aargau,AG,Bezirk Brugg,47.479,8.2184
5212,Hausen AG,Kanton Aargau,AG,Bezirk Brugg,47.464,8.2099
5213,Villnachern,Kanton Aargau,AG,Bezirk Brugg,47.471,8.1598
5222,Umiken,Kanton Aargau,AG,Bezirk Brugg,47.4829,8.1875
5223,Riniken,Kanton Aargau,AG,Bezirk Brugg,47.494,8.1867
5225,Bözberg,Kanton Aargau,AG,Bezirk Brugg,47.4955,8.1514
5232,Villigen PSI,Kanton Aargau,AG,Bezirk Brugg,47.5296,8.2072
5233,Stilli,Kanton Aargau,AG,Bezirk Brugg,47.5172,8.2316
5234,Villigen,Kanton Aargau,AG,Bezirk Brugg,47.5268,8.2149
5235,Rüfenach AG,Kanton Aargau,AG,Bezirk Brugg,47.5071,8.209
5236,Remigen,Kanton Aargau,AG,Bezirk Brugg,47.5186,8.185
5237,Mönthal,Kanton Aargau,AG,Bezirk Brugg,47.517,8.1404
5242,Lupfig,Kanton Aargau,AG,Bezirk Brugg,47.4407,8.2038
5242,Birr,Kanton Aargau,AG,Bezirk Brugg,47.4359,8.208
5243,Mülligen,Kanton Aargau,AG,Bezirk Brugg,47.4558,8.2392
5244,Birrhard,Kanton Aargau,AG,Bezirk Brugg,47.4328,8.245
5245,Habsburg,Kanton Aargau,AG,Bezirk Brugg,47.4623,8.185
5246,Scherz,Kanton Aargau,AG,Bezirk Brugg,47.4469,8.1842
5318,Mandach,Kanton Aargau,AG,Bezirk Brugg,47.5478,8.189
5040,Schöftland,Kanton Aargau,AG,Bezirk Kulm,47.3057,8.0514
5043,Holziken,Kanton Aargau,AG,Bezirk Kulm,47.3195,8.0343
5044,Schlossrued,Kanton Aargau,AG,Bezirk Kulm,47.2912,8.0884
5046,Walde AG,Kanton Aargau,AG,Bezirk Kulm,47.2626,8.1118
5046,Schmiedrued,Kanton Aargau,AG,Bezirk Kulm,47.2626,8.1118
5708,Birrwil,Kanton Aargau,AG,Bezirk Kulm,47.2886,8.2
5712,Beinwil am See,Kanton Aargau,AG,Bezirk Kulm,47.2606,8.2051
5723,Teufenthal AG,Kanton Aargau,AG,Bezirk Kulm,47.3286,8.1207
5724,Dürrenäsch,Kanton Aargau,AG,Bezirk Kulm,47.3181,8.1585
5725,Leutwil,Kanton Aargau,AG,Bezirk Kulm,47.3083,8.1741
5726,Unterkulm,Kanton Aargau,AG,Bezirk Kulm,47.31,8.1137
5727,Oberkulm,Kanton Aargau,AG,Bezirk Kulm,47.3078,8.1442
5728,Gontenschwil,Kanton Aargau,AG,Bezirk Kulm,47.2717,8.144
5732,Zetzwil,Kanton Aargau,AG,Bezirk Kulm,47.2882,8.1509
5733,Leimbach AG,Kanton Aargau,AG,Bezirk Kulm,47.2749,8.1701
5734,Reinach AG,Kanton Aargau,AG,Bezirk Kulm,47.2573,8.1809
5736,Burg AG,Kanton Aargau,AG,Bezirk Kulm,47.2339,8.178
5737,Menziken,Kanton Aargau,AG,Bezirk Kulm,47.2425,8.1905
4333,Münchwilen AG,Kanton Aargau,AG,Bezirk Laufenburg,47.5357,7.9641
4334,Sisseln AG,Kanton Aargau,AG,Bezirk Laufenburg,47.5531,7.9917
5027,Herznach,Kanton Aargau,AG,Bezirk Laufenburg,47.4715,8.0475
5028,Ueken,Kanton Aargau,AG,Bezirk Laufenburg,47.4845,8.0444
5062,Oberhof,Kanton Aargau,AG,Bezirk Laufenburg,47.4487,8.0027
5063,Wölflinswil,Kanton Aargau,AG,Bezirk Laufenburg,47.4607,7.9984
5064,Wittnau,Kanton Aargau,AG,Bezirk Laufenburg,47.4814,7.9758
5070,Frick,Kanton Aargau,AG,Bezirk Laufenburg,47.5117,8.0247
5072,Oeschgen,Kanton Aargau,AG,Bezirk Laufenburg,47.5231,8.019
5073,Gipf-Oberfrick,Kanton Aargau,AG,Bezirk Laufenburg,47.4988,8.005
5074,Eiken,Kanton Aargau,AG,Bezirk Laufenburg,47.5339,7.9888
5075,Hornussen,Kanton Aargau,AG,Bezirk Laufenburg,47.5003,8.0613
5079,Zeihen,Kanton Aargau,AG,Bezirk Laufenburg,47.4754,8.0831
5080,Laufenburg,Kanton Aargau,AG,Bezirk Laufenburg,47.5598,8.0622
5082,Kaisten,Kanton Aargau,AG,Bezirk Laufenburg,47.5416,8.0434
5083,Ittenthal,Kanton Aargau,AG,Bezirk Laufenburg,47.5183,8.0596
5084,Rheinsulz,Kanton Aargau,AG,Bezirk Laufenburg,47.5556,8.0899
5085,Sulz AG,Kanton Aargau,AG,Bezirk Laufenburg,47.536,8.0963
5272,Gansingen,Kanton Aargau,AG,Bezirk Laufenburg,47.5429,8.1352
5273,Oberhofen AG,Kanton Aargau,AG,Bezirk Laufenburg,47.5538,8.1332
5274,Mettau,Kanton Aargau,AG,Bezirk Laufenburg,47.5636,8.1293
5275,Etzgen,Kanton Aargau,AG,Bezirk Laufenburg,47.5713,8.1106
5276,Wil AG,Kanton Aargau,AG,Bezirk Laufenburg,47.5606,8.1525
5277,Hottwil,Kanton Aargau,AG,Bezirk Laufenburg,47.5484,8.1617
5326,Schwaderloch,Kanton Aargau,AG,Bezirk Laufenburg,47.5854,8.1446
5102,Rupperswil,Kanton Aargau,AG,Bezirk Lenzburg,47.4013,8.1288
5103,Möriken AG,Kanton Aargau,AG,Bezirk Lenzburg,47.4156,8.1845
5103,Wildegg,Kanton Aargau,AG,Bezirk Lenzburg,47.4147,8.1636
5113,Holderbank AG,Kanton Aargau,AG,Bezirk Lenzburg,47.4309,8.1707
5502,Hunzenschwil,Kanton Aargau,AG,Bezirk Lenzburg,47.3842,8.1229
5503,Schafisheim,Kanton Aargau,AG,Bezirk Lenzburg,47.3753,8.1408
5504,Othmarsingen,Kanton Aargau,AG,Bezirk Lenzburg,47.4015,8.2185
5505,Brunegg,Kanton Aargau,AG,Bezirk Lenzburg,47.4212,8.2158
5600,Lenzburg,Kanton Aargau,AG,Bezirk Lenzburg,47.3885,8.175
5600,Ammerswil AG,Kanton Aargau,AG,Bezirk Lenzburg,47.3682,8.2074
5603,Staufen,Kanton Aargau,AG,Bezirk Lenzburg,47.3837,8.1661
5604,Hendschiken,Kanton Aargau,AG,Bezirk Lenzburg,47.3865,8.2178
5606,Dintikon,Kanton Aargau,AG,Bezirk Lenzburg,47.3652,8.2302
5615,Fahrwangen,Kanton Aargau,AG,Bezirk Lenzburg,47.2948,8.2421
5616,Meisterschwanden,Kanton Aargau,AG,Bezirk Lenzburg,47.2949,8.2287
5617,Tennwil,Kanton Aargau,AG,Bezirk Lenzburg,47.3081,8.2227
5702,Niederlenz,Kanton Aargau,AG,Bezirk Lenzburg,47.4008,8.1764
5703,Seon,Kanton Aargau,AG,Bezirk Lenzburg,47.3449,8.1561
5704,Egliswil,Kanton Aargau,AG,Bezirk Lenzburg,47.3495,8.188
5705,Hallwil,Kanton Aargau,AG,Bezirk Lenzburg,47.3265,8.1779
5706,Boniswil,Kanton Aargau,AG,Bezirk Lenzburg,47.3173,8.1896
5707,Seengen,Kanton Aargau,AG,Bezirk Lenzburg,47.3285,8.2051
5618,Bettwil,Kanton Aargau,AG,Bezirk Muri,47.2906,8.2679
5622,Waltenschwil,Kanton Aargau,AG,Bezirk Muri,47.3349,8.3034
5623,Boswil,Kanton Aargau,AG,Bezirk Muri,47.3038,8.3088
5624,Waldhäusern AG,Kanton Aargau,AG,Bezirk Muri,47.3283,8.3162
5624,Bünzen,Kanton Aargau,AG,Bezirk Muri,47.3098,8.3238
5625,Kallern,Kanton Aargau,AG,Bezirk Muri,47.3016,8.2813
5627,Besenbüren,Kanton Aargau,AG,Bezirk Muri,47.3144,8.3459
5628,Aristau,Kanton Aargau,AG,Bezirk Muri,47.2869,8.3636
5630,Muri AG,Kanton Aargau,AG,Bezirk Muri,47.2743,8.3385
5632,Buttwil,Kanton Aargau,AG,Bezirk Muri,47.2683,8.3106
5634,Merenschwand,Kanton Aargau,AG,Bezirk Muri,47.2587,8.3753
5636,Benzenschwil,Kanton Aargau,AG,Bezirk Muri,47.248,8.3651
5637,Geltwil,Kanton Aargau,AG,Bezirk Muri,47.249,8.326
5637,Beinwil (Freiamt),Kanton Aargau,AG,Bezirk Muri,47.2296,8.3392
5642,Mühlau,Kanton Aargau,AG,Bezirk Muri,47.2304,8.3896
5643,Meienberg,Kanton Aargau,AG,Bezirk Muri,47.1978,8.3762
5643,Alikon,Kanton Aargau,AG,Bezirk Muri,47.2005,8.3604
5643,Sins,Kanton Aargau,AG,Bezirk Muri,47.1922,8.3958
5643,Sins,Kanton Aargau,AG,Bezirk Muri,47.1922,8.3958
5644,Auw,Kanton Aargau,AG,Bezirk Muri,47.2108,8.3658
5645,Aettenschwil,Kanton Aargau,AG,Bezirk Muri,47.1836,8.3718
5645,Fenkrieden,Kanton Aargau,AG,Bezirk Muri,47.1609,8.3702
5646,Abtwil AG,Kanton Aargau,AG,Bezirk Muri,47.1733,8.3577
5647,Oberrüti,Kanton Aargau,AG,Bezirk Muri,47.1667,8.3944
6042,Dietwil,Kanton Aargau,AG,Bezirk Muri,47.1466,8.3936
8919,Rottenschwil,Kanton Aargau,AG,Bezirk Muri,47.3137,8.3614
4303,Kaiseraugst,Kanton Aargau,AG,Bezirk Rheinfelden,47.5397,7.726
4305,Olsberg,Kanton Aargau,AG,Bezirk Rheinfelden,47.5233,7.7837
4310,Rheinfelden,Kanton Aargau,AG,Bezirk Rheinfelden,47.5544,7.794
4312,Magden,Kanton Aargau,AG,Bezirk Rheinfelden,47.5287,7.8113
4313,Möhlin,Kanton Aargau,AG,Bezirk Rheinfelden,47.5592,7.8433
4314,Zeiningen,Kanton Aargau,AG,Bezirk Rheinfelden,47.5414,7.8718
4315,Zuzgen,Kanton Aargau,AG,Bezirk Rheinfelden,47.5251,7.8999
4316,Hellikon,Kanton Aargau,AG,Bezirk Rheinfelden,47.5094,7.9242
4317,Wegenstetten,Kanton Aargau,AG,Bezirk Rheinfelden,47.4979,7.9316
4322,Mumpf,Kanton Aargau,AG,Bezirk Rheinfelden,47.5456,7.9212
4323,Wallbach,Kanton Aargau,AG,Bezirk Rheinfelden,47.5598,7.9029
4324,Obermumpf,Kanton Aargau,AG,Bezirk Rheinfelden,47.5294,7.9376
4325,Schupfart,Kanton Aargau,AG,Bezirk Rheinfelden,47.5137,7.9658
4332,Stein AG,Kanton Aargau,AG,Bezirk Rheinfelden,47.544,7.9526
4663,Aarburg,Kanton Aargau,AG,Bezirk Zofingen,47.3207,7.8999
4665,Oftringen,Kanton Aargau,AG,Bezirk Zofingen,47.3138,7.9253
4800,Zofingen,Kanton Aargau,AG,Bezirk Zofingen,47.2878,7.9459
4801,Zofingen,Kanton Aargau,AG,Bezirk Zofingen,47.2888,7.9633
4802,Strengelbach,Kanton Aargau,AG,Bezirk Zofingen,47.2792,7.929
4803,Vordemwald,Kanton Aargau,AG,Bezirk Zofingen,47.2759,7.9011
4805,Brittnau,Kanton Aargau,AG,Bezirk Zofingen,47.2595,7.9469
4807,Zofingen PF,Kanton Aargau,AG,Bezirk Zofingen,47.2888,7.9633
4808,Zofingen PF,Kanton Aargau,AG,Bezirk Zofingen,47.2888,7.9633
4809,Zofingen PF UBS,Kanton Aargau,AG,Bezirk Zofingen,47.2888,7.9633
4809,Zofingen PF,Kanton Aargau,AG,Bezirk Zofingen,47.2888,7.9633
4812,Mühlethal,Kanton Aargau,AG,Bezirk Zofingen,47.3028,7.9792
4813,Uerkheim,Kanton Aargau,AG,Bezirk Zofingen,47.3029,8.0237
4814,Bottenwil,Kanton Aargau,AG,Bezirk Zofingen,47.2854,8.0046
4852,Rothrist,Kanton Aargau,AG,Bezirk Zofingen,47.3051,7.892
4853,Riken AG,Kanton Aargau,AG,Bezirk Zofingen,47.278,7.8508
4853,Murgenthal,Kanton Aargau,AG,Bezirk Zofingen,47.2677,7.8358
4853,Murgenthal,Kanton Aargau,AG,Bezirk Zofingen,47.2677,7.8358
4856,Glashütten,Kanton Aargau,AG,Bezirk Zofingen,47.2588,7.8446
5053,Staffelbach,Kanton Aargau,AG,Bezirk Zofingen,47.2839,8.0421
5053,Wittwil,Kanton Aargau,AG,Bezirk Zofingen,47.2919,8.0364
5054,Kirchleerau,Kanton Aargau,AG,Bezirk Zofingen,47.2758,8.0658
5054,Moosleerau,Kanton Aargau,AG,Bezirk Zofingen,47.269,8.0641
5056,Attelwil,Kanton Aargau,AG,Bezirk Zofingen,47.2634,8.0397
5057,Reitnau,Kanton Aargau,AG,Bezirk Zofingen,47.2522,8.0422
5058,Wiliberg,Kanton Aargau,AG,Bezirk Zofingen,47.2687,8.0214
5742,Kölliken,Kanton Aargau,AG,Bezirk Zofingen,47.3388,8.0264
5745,Safenwil,Kanton Aargau,AG,Bezirk Zofingen,47.3214,7.9812
5304,Endingen,Kanton Aargau,AG,Bezirk Zurzach,47.5389,8.2903
5305,Unterendingen,Kanton Aargau,AG,Bezirk Zurzach,47.5486,8.2917
5306,Tegerfelden,Kanton Aargau,AG,Bezirk Zurzach,47.5581,8.2891
5312,Döttingen,Kanton Aargau,AG,Bezirk Zurzach,47.5709,8.2585
5313,Klingnau,Kanton Aargau,AG,Bezirk Zurzach,47.5836,8.2488
5314,Kleindöttingen,Kanton Aargau,AG,Bezirk Zurzach,47.5709,8.2465
5315,Böttstein,Kanton Aargau,AG,Bezirk Zurzach,47.5554,8.2226
5316,Leuggern,Kanton Aargau,AG,Bezirk Zurzach,47.5819,8.2195
5317,Hettenschwil,Kanton Aargau,AG,Bezirk Zurzach,47.5786,8.2003
5322,Koblenz,Kanton Aargau,AG,Bezirk Zurzach,47.6097,8.2375
5323,Rietheim,Kanton Aargau,AG,Bezirk Zurzach,47.6,8.2833
5324,Full-Reuenthal,Kanton Aargau,AG,Bezirk Zurzach,47.6087,8.2027
5325,Leibstadt,Kanton Aargau,AG,Bezirk Zurzach,47.5879,8.1761
5330,Bad Zurzach,Kanton Aargau,AG,Bezirk Zurzach,47.5876,8.2936
5332,Rekingen AG,Kanton Aargau,AG,Bezirk Zurzach,47.5719,8.3178
5333,Baldingen,Kanton Aargau,AG,Bezirk Zurzach,47.5556,8.3167
5334,Böbikon,Kanton Aargau,AG,Bezirk Zurzach,47.5556,8.3347
5425,Schneisingen,Kanton Aargau,AG,Bezirk Zurzach,47.5194,8.3667
5426,Lengnau AG,Kanton Aargau,AG,Bezirk Zurzach,47.5222,8.3306
5462,Siglistorf,Kanton Aargau,AG,Bezirk Zurzach,47.5453,8.3806
5463,Wislikofen,Kanton Aargau,AG,Bezirk Zurzach,47.5583,8.3639
5464,Rümikon AG,Kanton Aargau,AG,Bezirk Zurzach,47.5656,8.3754
5465,Mellikon,Kanton Aargau,AG,Bezirk Zurzach,47.5694,8.3542
5466,Kaiserstuhl AG,Kanton Aargau,AG,Bezirk Zurzach,47.5684,8.418
5467,Fisibach,Kanton Aargau,AG,Bezirk Zurzach,47.5639,8.4097
9050,Appenzell Eggerstanden,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3324,9.4686
9050,Appenzell Schlatt,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3531,9.3623
9050,Appenzell Meistersrüte,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3446,9.4324
9050,Appenzell,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.331,9.41
9050,Appenzell Steinegg,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.322,9.4315
9050,Appenzell Enggenhütten,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3531,9.3623
9054,Haslen AI,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3693,9.3675
9057,Weissbad,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3089,9.4347
9057,Schwende,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.303,9.4367
9057,Wasserauen,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.2834,9.4258
9058,Brülisau,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.2986,9.457
9108,Gontenbad,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3331,9.3737
9108,Gonten,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3272,9.347
9108,Jakobsbad,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.3196,9.3263
9413,Oberegg,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.4253,9.5513
9413,Oberegg,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.4253,9.5513
9442,Büriswilen,Kanton Appenzell Innerrhoden,AI,Appenzell Inner Rhodes,47.4349,9.6058
9063,Stein AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3713,9.3435
9064,Hundwil,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3646,9.3185
9100,Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3861,9.2792
9102,Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3829,9.2741
9103,Schwellbrunn,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3525,9.2489
9104,Waldstatt,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3563,9.2834
9105,Schönengrund,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3259,9.2269
9107,Urnäsch,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3167,9.2795
9112,Schachen b. Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,47.3865,9.2445
9037,Speicherschwendi,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.4265,9.4378
9042,Speicher,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.4109,9.4433
9043,Trogen,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.4078,9.465
9052,Niederteufen,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.394,9.3667
9053,Teufen AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.3908,9.3864
9055,Bühler,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.3735,9.4251
9056,Gais,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.3615,9.4536
9062,Lustmühle,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,47.3991,9.3585
9035,Grub AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4477,9.5097
9038,Rehetobel,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4261,9.483
9044,Wald AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4156,9.491
9405,Wienacht-Tobel,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4648,9.5334
9410,Heiden,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4425,9.5329
9411,Schachen b. Reute,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4268,9.5618
9411,Reute AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4201,9.5731
9426,Lutzenberg,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4613,9.5761
9427,Wolfhalden,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4527,9.5481
9428,Walzenhausen,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,47.4487,9.605
2333,La Ferrière,Canton de Berne,BE,Jura bernois,47.143,6.8922
2345,Le Cerneux-Veusil,Canton de Berne,BE,Jura bernois,47.1794,6.9669
2515,Prêles,Canton de Berne,BE,Jura bernois,47.0993,7.1302
2516,Lamboing,Canton de Berne,BE,Jura bernois,47.1168,7.1348
2517,Diesse,Canton de Berne,BE,Jura bernois,47.1134,7.1169
2518,Nods,Canton de Berne,BE,Jura bernois,47.1149,7.0801
