zipcode,place,state,state_code,province,latitude,longitude
2406,La Brévine,Neuchâtel,NE,Le Locle District,46.9805,6.6064
2406,Les Taillères,Neuchâtel,NE,Le Locle District,46.9706,6.5762
2406,La Châtagne,Neuchâtel,NE,Le Locle District,46.9902,6.6421
2414,Le Cerneux-Péquignot,Neuchâtel,NE,Le Locle District,47.0159,6.6707
2416,Les Brenets,Neuchâtel,NE,Le Locle District,47.0677,6.7048
2000,Neuchâtel,Neuchâtel,NE,Neuchâtel District,46.9918,6.931
2001,Neuchâtel 1,Neuchâtel,NE,Neuchâtel District,47.0094,6.9381
2002,Neuchâtel 2,Neuchâtel,NE,Neuchâtel District,47.0094,6.9381
2010,Neuchâtel OFS,Neuchâtel,NE,Neuchâtel District,47.0094,6.9381
2067,Chaumont,Neuchâtel,NE,Neuchâtel District,47.0282,6.9562
2068,Hauterive NE,Neuchâtel,NE,Neuchâtel District,47.0123,6.9761
2072,St-Blaise,Neuchâtel,NE,Neuchâtel District,47.0151,6.9883
2073,Enges,Neuchâtel,NE,Neuchâtel District,47.0667,7.0166
2074,Marin-Epagnier,Neuchâtel,NE,Neuchâtel District,47.0102,6.9994
2075,Wavre,Neuchâtel,NE,Neuchâtel District,47.0215,7.0292
2075,Thielle,Neuchâtel,NE,Neuchâtel District,47.0215,7.0292
2087,Cornaux NE,Neuchâtel,NE,Neuchâtel District,47.0396,7.0187
2088,Cressier NE,Neuchâtel,NE,Neuchâtel District,47.0491,7.0346
2523,Lignières,Neuchâtel,NE,Neuchâtel District,47.0833,7.0659
2525,Le Landeron,Neuchâtel,NE,Neuchâtel District,47.057,7.0705
2037,Montmollin,Neuchâtel,NE,Val-de-Ruz District,46.9928,6.8465
2042,Valangin,Neuchâtel,NE,Val-de-Ruz District,47.0161,6.9067
2043,Boudevilliers,Neuchâtel,NE,Val-de-Ruz District,47.0272,6.8891
2046,Fontaines NE,Neuchâtel,NE,Val-de-Ruz District,47.0436,6.9035
2052,Fontainemelon,Neuchâtel,NE,Val-de-Ruz District,47.0549,6.8868
2052,La Vue-des-Alpes,Neuchâtel,NE,Val-de-Ruz District,47.0736,6.8713
2053,Cernier,Neuchâtel,NE,Val-de-Ruz District,47.0588,6.9004
2054,Chézard-St-Martin,Neuchâtel,NE,Val-de-Ruz District,47.0721,6.9293
2054,Les Vieux-Prés,Neuchâtel,NE,Val-de-Ruz District,47.0721,6.9293
2056,Dombresson,Neuchâtel,NE,Val-de-Ruz District,47.0719,6.9592
2057,Villiers,Neuchâtel,NE,Val-de-Ruz District,47.0751,6.9715
2058,Le Pâquier NE,Neuchâtel,NE,Val-de-Ruz District,47.0984,6.9864
2063,Vilars NE,Neuchâtel,NE,Val-de-Ruz District,47.033,6.9278
2063,Fenin,Neuchâtel,NE,Val-de-Ruz District,47.0267,6.923
2063,Engollon,Neuchâtel,NE,Val-de-Ruz District,47.0391,6.92
2063,Saules,Neuchâtel,NE,Val-de-Ruz District,47.0397,6.9407
2065,Savagnier,Neuchâtel,NE,Val-de-Ruz District,47.05,6.95
2206,Les Geneveys-sur-Coffrane,Neuchâtel,NE,Val-de-Ruz District,47.0153,6.8513
2207,Coffrane,Neuchâtel,NE,Val-de-Ruz District,47.0101,6.8632
2208,Les Hauts-Geneveys,Neuchâtel,NE,Val-de-Ruz District,47.0498,6.873
2103,Noiraigue,Neuchâtel,NE,Val-de-Travers District,46.9562,6.7246
2105,Travers,Neuchâtel,NE,Val-de-Travers District,46.9402,6.676
2108,Couvet,Neuchâtel,NE,Val-de-Travers District,46.9253,6.6327
2112,Môtiers NE,Neuchâtel,NE,Val-de-Travers District,46.9111,6.6111
2113,Boveresse,Neuchâtel,NE,Val-de-Travers District,46.9182,6.6006
2114,Fleurier,Neuchâtel,NE,Val-de-Travers District,46.9022,6.5825
2115,Buttes,Neuchâtel,NE,Val-de-Travers District,46.8881,6.5514
2116,Mont-de-Buttes,Neuchâtel,NE,Val-de-Travers District,46.8779,6.5086
2117,La Côte-aux-Fées,Neuchâtel,NE,Val-de-Travers District,46.8674,6.4904
2123,St-Sulpice NE,Neuchâtel,NE,Val-de-Travers District,46.9111,6.5622
2124,Les Sagnettes,Neuchâtel,NE,Val-de-Travers District,46.9404,6.5941
2126,Les Verrières,Neuchâtel,NE,Val-de-Travers District,46.9041,6.4804
2127,Les Bayards,Neuchâtel,NE,Val-de-Travers District,46.9159,6.5124
6052,Hergiswil NW,Kanton Nidwalden,NW,Nidwalden,46.9843,8.3094
6362,Stansstad,Kanton Nidwalden,NW,Nidwalden,46.9768,8.3355
6363,Obbürgen,Kanton Nidwalden,NW,Nidwalden,46.9831,8.3631
6363,Fürigen,Kanton Nidwalden,NW,Nidwalden,46.9831,8.3631
6363,Bürgenstock,Kanton Nidwalden,NW,Nidwalden,46.9946,8.4283
6365,Kehrsiten,Kanton Nidwalden,NW,Nidwalden,47.0003,8.3673
6370,Stans,Kanton Nidwalden,NW,Nidwalden,46.9581,8.3661
6370,Oberdorf NW,Kanton Nidwalden,NW,Nidwalden,46.9424,8.4059
6371,Stans,Kanton Nidwalden,NW,Nidwalden,46.9589,8.3633
6372,Ennetmoos,Kanton Nidwalden,NW,Nidwalden,46.9559,8.3388
6373,Ennetbürgen,Kanton Nidwalden,NW,Nidwalden,46.9842,8.41
6374,Buochs,Kanton Nidwalden,NW,Nidwalden,46.974,8.4228
6375,Beckenried,Kanton Nidwalden,NW,Nidwalden,46.9665,8.4757
6376,Emmetten,Kanton Nidwalden,NW,Nidwalden,46.9566,8.5147
6382,Büren NW,Kanton Nidwalden,NW,Nidwalden,46.9408,8.3976
6383,Niederrickenbach,Kanton Nidwalden,NW,Nidwalden,46.9273,8.4271
6383,Wiesenberg,Kanton Nidwalden,NW,Nidwalden,46.9271,8.3652
6383,Wirzweli,Kanton Nidwalden,NW,Nidwalden,46.9149,8.3645
6383,Dallenwil,Kanton Nidwalden,NW,Nidwalden,46.9242,8.3879
6386,Wolfenschiessen,Kanton Nidwalden,NW,Nidwalden,46.9032,8.3942
6387,Oberrickenbach,Kanton Nidwalden,NW,Nidwalden,46.8877,8.4173
6010,Kriens,Kanton Obwalden,OW,Obwalden,46.8523,8.2432
6053,Alpnachstad,Kanton Obwalden,OW,Obwalden,46.9544,8.2764
6055,Alpnach Dorf,Kanton Obwalden,OW,Obwalden,46.9404,8.2772
6056,Kägiswil,Kanton Obwalden,OW,Obwalden,46.9208,8.2621
6060,Sarnen,Kanton Obwalden,OW,Obwalden,46.8961,8.2453
6060,Ramersberg,Kanton Obwalden,OW,Obwalden,46.8993,8.2335
6061,Sarnen 1,Kanton Obwalden,OW,Obwalden,46.8985,8.1765
6062,Wilen (Sarnen),Kanton Obwalden,OW,Obwalden,46.8799,8.2225
6063,Stalden (Sarnen),Kanton Obwalden,OW,Obwalden,46.8871,8.2125
6064,Kerns,Kanton Obwalden,OW,Obwalden,46.9012,8.2751
6066,St. Niklausen OW,Kanton Obwalden,OW,Obwalden,46.8756,8.2818
6067,Melchtal,Kanton Obwalden,OW,Obwalden,46.8344,8.2899
6068,Melchsee-Frutt,Kanton Obwalden,OW,Obwalden,46.7746,8.2685
6072,Sachseln,Kanton Obwalden,OW,Obwalden,46.8672,8.2334
6073,Flüeli-Ranft,Kanton Obwalden,OW,Obwalden,46.871,8.2673
6074,Giswil,Kanton Obwalden,OW,Obwalden,46.8333,8.1806
6078,Bürglen OW,Kanton Obwalden,OW,Obwalden,46.8103,8.1626
6078,Lungern,Kanton Obwalden,OW,Obwalden,46.7858,8.1598
6388,Grafenort,Kanton Obwalden,OW,Obwalden,46.8702,8.3744
6390,Engelberg,Kanton Obwalden,OW,Obwalden,46.8211,8.4013
6391,Engelberg,Kanton Obwalden,OW,Obwalden,46.8197,8.4341
9000,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9001,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9004,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9006,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9007,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9008,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9010,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9011,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9012,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9013,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9014,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9015,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9016,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4239,9.3748
9020,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9022,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9023,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9024,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9026,St. Gallen K AG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9027,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9028,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9029,St. Gallen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4221,9.3755
9030,St. Josefen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.426,9.337
9030,Abtwil SG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4237,9.3211
9032,Engelburg,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4455,9.342
9034,Eggersriet,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.442,9.469
9036,Grub SG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4538,9.5136
9200,Gossau SG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4155,9.2548
9201,Gossau SG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.421,9.2536
9204,Andwil SG,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4386,9.2744
9205,Waldkirch,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4686,9.2867
9212,Arnegg,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.443,9.2552
9300,Wittenbach,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4611,9.386
9301,Wittenbach,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4667,9.3795
9304,Bernhardzell,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4747,9.3363
9308,Lömmenschwil,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4979,9.3551
9312,Häggenschwil,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.4946,9.3449
9313,Muolen,Kanton St. Gallen,SG,Wahlkreis St. Gallen,47.521,9.3248
9033,Untereggen,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.454,9.451
9305,Berg SG,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4867,9.4099
9323,Steinach,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.5018,9.4385
9327,Tübach,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4868,9.4546
9400,Rorschach,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.478,9.4903
9401,Rorschach,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4757,9.4949
9402,Mörschwil,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.471,9.4228
9403,Goldach,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.474,9.4671
9404,Rorschacherberg,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4731,9.5112
9422,Staad SG,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4806,9.5325
9423,Altenrhein,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4898,9.5519
9425,Thal,Kanton St. Gallen,SG,Wahlkreis Rorschach,47.4668,9.5664
9411,Reute AR,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4246,9.6125
9424,Rheineck,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4663,9.5903
9430,St. Margrethen SG,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4525,9.6374
9434,Au SG,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4309,9.6345
9435,Heerbrugg,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4149,9.6268
9436,Balgach,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4056,9.607
9437,Marbach SG,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3917,9.5672
9442,Berneck,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4255,9.6162
9443,Widnau,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.4083,9.6332
9444,Diepoldsau,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.386,9.6556
9445,Rebstein,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3981,9.585
9450,Altstätten SG,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3777,9.5475
9450,Lüchingen,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3885,9.556
9451,Kriessern,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3688,9.6113
9452,Hinterforst,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.36,9.5307
9453,Eichberg,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3437,9.5314
9462,Montlingen,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3359,9.5906
9462,Montlingen,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3359,9.5906
9463,Oberriet SG,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.3209,9.5681
9464,Lienz,Kanton St. Gallen,SG,Wahlkreis Rheintal,47.2773,9.5163
9464,Rüthi (Rheintal),Kanton St. Gallen,SG,Wahlkreis Rheintal,47.2948,9.5386
9465,Salez,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2365,9.5
9466,Sennwald,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2606,9.5027
9467,Frümsen,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2438,9.4679
9468,Sax,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2329,9.4577
9469,Haag (Rheintal),Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2099,9.4893
9470,Werdenberg,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.1698,9.4549
9470,Buchs SG,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.1674,9.4779
9471,Buchs SG 1,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.166,9.4627
9471,Buchs SG 3,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.166,9.4627
9472,Grabserberg,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.1816,9.4252
9472,Grabs,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.1825,9.444
9473,Gams,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.2043,9.4417
9475,Sevelen,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.1221,9.486
9476,Weite,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0938,9.4983
9476,Fontnas,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0906,9.4886
9477,Trübbach,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0734,9.4783
9478,Azmoos,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0823,9.4768
9479,Gretschins,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.099,9.4868
9479,Malans SG,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0919,9.4778
9479,Oberschan,Kanton St. Gallen,SG,Wahlkreis Werdenberg,47.0989,9.4746
7310,Bad Ragaz,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.933,9.4068
7310,Bad Ragaz,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.006,9.5027
7312,Pfäfers,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9899,9.5008
7313,St. Margrethenberg,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9769,9.5127
7314,Vadura,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9562,9.4851
7315,Vättis,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9097,9.4427
7317,Vasön,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9528,9.4773
7317,Valens,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9666,9.477
7320,Sargans,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.049,9.441
7323,Wangs,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0326,9.4329
7324,Vilters,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0261,9.4532
7325,Schwendi im Weisstannental,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0078,9.3652
7326,Weisstannen,Kanton St. Gallen,SG,Wahlkreis Sarganserland,46.9911,9.3426
8877,Murg,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.113,9.2155
8878,Quinten,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.129,9.2144
8879,Pizolpark (Mels),Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0008,9.3374
8880,Walenstadt,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1241,9.3119
8881,Walenstadtberg,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1374,9.2903
8881,Tscherlach,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1202,9.3345
8882,Unterterzen,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1128,9.2531
8883,Quarten,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.107,9.242
8884,Oberterzen,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1023,9.2594
8885,Mols,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.112,9.2782
8886,Mädris-Vermol,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.05,9.3944
8887,Mels,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0456,9.4232
8888,Heiligkreuz (Mels),Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0591,9.4127
8889,Plons,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0575,9.4008
8890,Flums,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0906,9.343
8892,Berschis,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.1068,9.3464
8893,Flums Hochwiese,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0839,9.3722
8894,Flumserberg Saxli,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0776,9.3464
8895,Flumserberg Portels,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.084,9.3372
8896,Flumserberg Bergheim,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0981,9.3078
8897,Flumserberg Tannenheim,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0891,9.3034
8898,Flumserberg Tannenbodenalp,Kanton St. Gallen,SG,Wahlkreis Sarganserland,47.0932,9.2816
8638,Goldingen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2648,8.9617
8640,Rapperswil SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2256,8.8223
8645,Jona,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2298,8.8388
8646,Wagen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2324,8.8869
8715,Bollingen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2205,8.8955
8716,Schmerikon,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2254,8.9484
8717,Benken SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1994,9.0073
8718,Schänis,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.16,9.0455
8722,Kaltbrunn,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2137,9.0259
8723,Maseltrangen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1915,9.0524
8723,Rufi,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1801,9.0497
8725,Ernetschwil,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2375,9.0005
8725,Gebertingen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2537,9.0055
8726,Ricken SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2631,9.044
8727,Walde SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2718,9.0122
8730,Uznach,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2242,8.9826
8732,Neuhaus SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2443,8.9482
8733,Eschenbach SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2398,8.9216
8734,Ermenswil,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2461,8.8862
8735,St. Gallenkappel,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2437,8.9644
8735,Rüeterswil,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2601,8.9901
8737,Gommiswald,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2313,9.0236
8738,Uetliburg SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2378,9.0356
8739,Rieden SG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2228,9.0516
8740,Uznach Vögele AG,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.2265,8.9813
8866,Ziegelbrücke,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1324,9.0603
8872,Weesen,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1345,9.0964
8873,Amden,Kanton St. Gallen,SG,Wahlkreis See-Gaster,47.1489,9.1423
9114,Hoffeld,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3643,9.1747
9115,Dicken,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3379,9.1917
9122,Ebersol,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3489,9.1517
9122,Mogelsberg,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3622,9.1354
9123,Nassen,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3744,9.1373
9125,Brunnadern,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3359,9.1302
9126,Necker,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3476,9.1302
9127,St. Peterzell,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3178,9.176
9500,Wil SG,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2884,9.1539
9533,Kirchberg SG,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.4116,9.0402
9533,Dietschwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.4229,9.017
9534,Gähwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3987,9.0026
9601,Lütisburg Station,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3851,9.0723
9602,Müselbach,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3936,9.0424
9602,Bazenheid,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.4097,9.0706
9604,Lütisburg,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3945,9.0831
9604,Unterrindal,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.4106,9.0911
9606,Bütschwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3602,9.0721
9607,Mosnang,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3625,9.043
9608,Ganterschwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.381,9.0924
9612,Dreien,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3734,9.0151
9613,Mühlrüti,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3716,8.9866
9614,Libingen,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.33,9.0243
9615,Dietfurt,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3488,9.0809
9620,Lichtensteig,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3238,9.0876
9621,Oberhelfenschwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3567,9.1108
9622,Krinau,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3173,9.0505
9630,Wattwil,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2996,9.0866
9631,Ulisbach,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2876,9.1014
9633,Bächli (Hemberg),Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3069,9.1963
9633,Hemberg,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.3006,9.1752
9642,Ebnat-Kappel,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.262,9.1247
9643,Krummenau,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2476,9.1706
9650,Nesslau,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2228,9.2012
9651,Ennetbühl,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.242,9.2126
9652,Neu St. Johann,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2306,9.195
9655,Stein SG,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2,9.2261
9656,Alt St. Johann,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.1931,9.2813
9657,Unterwasser,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.197,9.3086
9658,Wildhaus,Kanton St. Gallen,SG,Wahlkreis Toggenburg,47.2058,9.354
9113,Degersheim,Kanton St. Gallen,SG,Wahlkreis Wil,47.3743,9.2002
9116,Wolfertswil,Kanton St. Gallen,SG,Wahlkreis Wil,47.3957,9.1839
9203,Niederwil SG,Kanton St. Gallen,SG,Wahlkreis Wil,47.4396,9.1992
9230,Flawil,Kanton St. Gallen,SG,Wahlkreis Wil,47.413,9.1832
9231,Egg (Flawil),Kanton St. Gallen,SG,Wahlkreis Wil,47.3931,9.2276
9240,Niederglatt SG,Kanton St. Gallen,SG,Wahlkreis Wil,47.43,9.1685
9240,Uzwil,Kanton St. Gallen,SG,Wahlkreis Wil,47.4365,9.1342
9242,Oberuzwil,Kanton St. Gallen,SG,Wahlkreis Wil,47.4308,9.1272
9243,Jonschwil,Kanton St. Gallen,SG,Wahlkreis Wil,47.424,9.0869
9244,Niederuzwil,Kanton St. Gallen,SG,Wahlkreis Wil,47.4465,9.1417
9245,Sonnental,Kanton St. Gallen,SG,Wahlkreis Wil,47.4583,9.1394
9245,Oberbüren,Kanton St. Gallen,SG,Wahlkreis Wil,47.4519,9.1586
9246,Niederbüren,Kanton St. Gallen,SG,Wahlkreis Wil,47.4655,9.2057
9247,Henau,Kanton St. Gallen,SG,Wahlkreis Wil,47.4548,9.1164
9248,Bichwil,Kanton St. Gallen,SG,Wahlkreis Wil,47.4218,9.138
9249,Niederstetten,Kanton St. Gallen,SG,Wahlkreis Wil,47.4531,9.0817
9249,Algetshausen,Kanton St. Gallen,SG,Wahlkreis Wil,47.4491,9.1084
9249,Oberstetten,Kanton St. Gallen,SG,Wahlkreis Wil,47.4511,9.0951
9500,Wil SG,Kanton St. Gallen,SG,Wahlkreis Wil,47.4615,9.0455
9501,Wil SG 1,Kanton St. Gallen,SG,Wahlkreis Wil,47.4757,9.0518
